"index","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Weapon Desc","Status Desc","LOCATION"
"144","220319477","2022-10-27T00:00:00.000","2020-07-01T00:00:00.000","1200","Southwest","THEFT OF IDENTITY","42","M","H","null","Invest Cont","800 W  JEFFERSON                    BL"
"145","221420220","2022-12-10T00:00:00.000","2020-10-24T00:00:00.000","1500","Pacific","THEFT OF IDENTITY","21","F","W","null","Invest Cont","10100    TABOR                        ST"
"146","221615196","2022-12-16T00:00:00.000","2020-12-01T00:00:00.000","0001","Foothill","THEFT OF IDENTITY","22","M","W","null","Invest Cont","12100    MERCER                       ST"
"147","220717687","2022-12-12T00:00:00.000","2020-02-12T00:00:00.000","0840","Wilshire","THEFT OF IDENTITY","26","M","W","null","Invest Cont","400 N  FULLER                       AV"
"148","221225047","2022-12-09T00:00:00.000","2020-12-02T00:00:00.000","1535","77th Street","THEFT OF IDENTITY","29","F","B","null","Invest Cont","6800    10TH                         AV"
"149","220717203","2022-11-30T00:00:00.000","2020-03-01T00:00:00.000","0945","Wilshire","THEFT OF IDENTITY","54","F","J","null","Invest Cont","100 N  FULLER                       AV"
"150","230406865","2023-03-28T00:00:00.000","2020-06-28T00:00:00.000","1250","Hollenbeck","THEFT OF IDENTITY","34","F","B","null","Invest Cont","3400    PERCY                        ST"
"151","220517340","2022-12-23T00:00:00.000","2020-07-29T00:00:00.000","2200","Harbor","THEFT OF IDENTITY","25","F","H","null","Invest Cont","100 S  ARBOLES                      CT"
"152","220321001","2022-11-29T00:00:00.000","2020-02-18T00:00:00.000","2120","Southwest","THEFT OF IDENTITY","44","F","H","null","Invest Cont","2700    BRIGHTON                     AV"
"153","220517192","2022-12-19T00:00:00.000","2020-07-01T00:00:00.000","2200","Harbor","BURGLARY FROM VEHICLE","53","M","H","null","Invest Cont","25400    PINE CREEK                   LN"
"154","220818200","2022-12-15T00:00:00.000","2020-01-01T00:00:00.000","0800","West LA","THEFT OF IDENTITY","53","M","A","null","Invest Cont","1600 S  HOLT                         AV"
"155","220619815","2022-12-01T00:00:00.000","2020-12-08T00:00:00.000","0001","Hollywood","THEFT OF IDENTITY","58","F","H","null","Invest Cont","1500 N  FAIRFAX                      AV"
"156","220416014","2022-12-05T00:00:00.000","2020-04-29T00:00:00.000","0001","Hollenbeck","THEFT OF IDENTITY","75","M","H","null","Invest Cont","300 N  MATHEWS                      ST"
"157","220221184","2022-12-05T00:00:00.000","2020-01-01T00:00:00.000","1200","Rampart","THEFT OF IDENTITY","19","F","B","null","Invest Cont","2600    WILSHIRE                     BL"
"158","220320024","2022-11-09T00:00:00.000","2020-11-09T00:00:00.000","0001","Southwest","THEFT OF IDENTITY","24","F","H","null","Invest Cont","500 W  43RD                         ST"
"159","221225134","2022-12-13T00:00:00.000","2020-06-13T00:00:00.000","1605","77th Street","THEFT OF IDENTITY","37","M","O","null","Invest Cont","5300    RUTHELEN                     ST"
"160","220818171","2022-12-15T00:00:00.000","2020-06-15T00:00:00.000","1045","West LA","THEFT OF IDENTITY","29","F","O","null","Invest Cont","2300    WESTWOOD                     BL"
"161","220917492","2022-12-20T00:00:00.000","2020-03-20T00:00:00.000","1100","Van Nuys","THEFT OF IDENTITY","41","F","O","null","Invest Cont","6500    WOODMAN                      AV"
"162","231505624","2023-02-09T00:00:00.000","2020-08-06T00:00:00.000","1025","N Hollywood","THEFT OF IDENTITY","52","M","W","null","Invest Cont","5100    COLFAX                       AV"
"163","230110144","2023-04-04T00:00:00.000","2020-07-03T00:00:00.000","0900","Central","THEFT OF IDENTITY","25","M","H","null","Invest Cont","1100 S  GRAND                        AV"
"164","221419817","2022-11-02T00:00:00.000","2020-12-04T00:00:00.000","1005","Pacific","THEFT OF IDENTITY","22","F","B","null","Invest Cont","6900    KNOWLTON                     PL"
"165","220126052","2022-12-08T00:00:00.000","2020-09-27T00:00:00.000","0001","Central","THEFT OF IDENTITY","31","M","H","null","Invest Cont","600 E  5TH                          ST"
"166","221421185","2022-12-20T00:00:00.000","2020-09-22T00:00:00.000","1200","Pacific","THEFT OF IDENTITY","44","M","W","null","Invest Cont","7100    ALVERN                       ST"
"167","220221510","2022-12-08T00:00:00.000","2020-04-08T00:00:00.000","1400","Rampart","THEFT OF IDENTITY","30","F","B","null","Invest Cont","2600 W  7TH                          ST"
"168","221420690","2022-11-16T00:00:00.000","2020-11-14T00:00:00.000","1730","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","52","M","W","null","Invest Cont","1100    VENICE                       BL"
"169","221322455","2022-12-14T00:00:00.000","2020-08-31T00:00:00.000","1201","Newton","THEFT OF IDENTITY","48","F","B","null","Invest Cont","5200 S  MAIN                         ST"
"170","222117263","2022-12-01T00:00:00.000","2020-01-01T00:00:00.000","1100","Topanga","THEFT OF IDENTITY","38","M","H","null","Invest Cont","7300    VARIEL                       AV"
"171","221225690","2022-12-19T00:00:00.000","2020-05-01T00:00:00.000","0105","77th Street","THEFT OF IDENTITY","36","F","B","null","Invest Cont","5800    CRENSHAW                     BL"
"172","220815553","2022-10-14T00:00:00.000","2020-08-10T00:00:00.000","1000","West LA","THEFT OF IDENTITY","47","M","W","null","Invest Cont","11700    WILSHIRE                     BL"
"173","221322193","2022-12-09T00:00:00.000","2020-06-09T00:00:00.000","2035","Newton","THEFT OF IDENTITY","39","M","B","null","Invest Cont","700 E  56TH                         ST"
"174","221918167","2022-12-20T00:00:00.000","2020-12-19T00:00:00.000","1900","Mission","BURGLARY FROM VEHICLE","27","F","H","null","Invest Cont","14300    TUPPER                       ST"
"175","221822190","2022-12-14T00:00:00.000","2020-06-16T00:00:00.000","0920","Southeast","THEFT OF IDENTITY","45","F","B","null","Invest Cont","1900 S  SANTA ANA                    BL"
"176","220718228","2022-12-25T00:00:00.000","2020-07-21T00:00:00.000","0120","Wilshire","THEFT OF IDENTITY","55","F","B","null","Invest Cont","1900 S  BURNSIDE                     AV"
"177","220220118","2022-11-12T00:00:00.000","2020-11-12T00:00:00.000","0001","Rampart","THEFT OF IDENTITY","44","F","O","null","Invest Cont","2200 W  8TH                          ST"
"178","221715312","2022-10-16T00:00:00.000","2020-07-11T00:00:00.000","0200","Devonshire","INTIMATE PARTNER - SIMPLE ASSAULT","30","M","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","11700    THUNDERBIRD                  AV"
"179","220717331","2022-12-03T00:00:00.000","2020-11-18T00:00:00.000","1350","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","46","F","P","null","Invest Cont","5900    BURCHARD                     AV"
"180","221322196","2022-12-09T00:00:00.000","2020-02-09T00:00:00.000","0545","Newton","THEFT OF IDENTITY","19","M","B","null","Invest Cont","6900 S  MAIN                         ST"
"181","220416185","2022-12-09T00:00:00.000","2020-02-09T00:00:00.000","1710","Hollenbeck","THEFT OF IDENTITY","51","M","H","null","Invest Cont","1800 E  4TH                          ST"
"182","221017702","2022-12-14T00:00:00.000","2020-01-14T00:00:00.000","1615","West Valley","THEFT OF IDENTITY","25","F","H","null","Invest Cont","19200    HAYNES                       ST"
"183","220515869","2022-11-11T00:00:00.000","2020-11-06T00:00:00.000","1200","Harbor","THEFT OF IDENTITY","26","M","O","null","Invest Cont","200 S  CENTRE                       ST"
"184","220221673","2022-12-14T00:00:00.000","2020-01-01T00:00:00.000","0610","Rampart","THEFT OF IDENTITY","30","F","H","null","Invest Cont","2300 W  2ND                          ST"
"185","220322029","2022-12-18T00:00:00.000","2020-01-01T00:00:00.000","1155","Southwest","THEFT OF IDENTITY","28","F","O","null","Invest Cont","4000    GELBER                       PL"
"186","220711710","2022-07-15T00:00:00.000","2020-03-04T00:00:00.000","2220","Wilshire","THEFT OF IDENTITY","66","M","W","null","Invest Cont","6300 W  5TH                          ST"
"187","220619712","2022-11-30T00:00:00.000","2020-02-17T00:00:00.000","1635","Hollywood","THEFT OF IDENTITY","48","F","B","null","Invest Cont","5800    HAROLD                       WY"
"188","231306038","2023-02-09T00:00:00.000","2020-03-02T00:00:00.000","1340","Newton","THEFT OF IDENTITY","77","M","B","null","Invest Cont","100 W  71ST                         ST"
"189","221322303","2022-12-12T00:00:00.000","2020-05-05T00:00:00.000","1500","Newton","THEFT OF IDENTITY","30","F","B","null","Invest Cont","3700    GRIFFITH                     AV"
"190","220414662","2022-10-25T00:00:00.000","2020-12-04T00:00:00.000","2200","Hollenbeck","INTIMATE PARTNER - AGGRAVATED ASSAULT","61","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","3700    WHITTIER                     BL"
"191","221822250","2022-12-15T00:00:00.000","2020-04-03T00:00:00.000","1025","Southeast","THEFT OF IDENTITY","25","F","B","null","Invest Cont","10300 S  MAIN                         ST"
"192","221718118","2022-12-21T00:00:00.000","2020-07-01T00:00:00.000","0800","Devonshire","THEFT OF IDENTITY","60","F","H","null","Invest Cont","16300    TUBA                         ST"
"193","221419816","2022-12-01T00:00:00.000","2020-12-01T00:00:00.000","0900","Pacific","THEFT OF IDENTITY","40","F","W","null","Invest Cont","1000    NOWITA                       PL"
"194","220321781","2022-12-10T00:00:00.000","2020-02-01T00:00:00.000","0025","Southwest","THEFT OF IDENTITY","26","F","X","null","Invest Cont","4100    PALMWOOD                     DR"
"195","230106509","2023-02-07T00:00:00.000","2020-03-07T00:00:00.000","1506","Central","THEFT OF IDENTITY","32","M","B","null","Invest Cont","100 S  FIGUEROA                     ST"
"196","221821721","2022-12-05T00:00:00.000","2020-06-05T00:00:00.000","0525","Southeast","THEFT OF IDENTITY","33","F","O","null","Invest Cont","500 W  127TH                        ST"
"197","231905574","2023-02-07T00:00:00.000","2020-02-03T00:00:00.000","2000","Mission","BURGLARY FROM VEHICLE","23","F","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","9200    ARLETA                       AV"
"198","230606590","2023-02-20T00:00:00.000","2020-01-01T00:00:00.000","1340","Hollywood","THEFT OF IDENTITY","23","M","B","null","Invest Cont","8500    APPIAN                       WY"
"199","221420533","2022-10-24T00:00:00.000","2020-12-04T00:00:00.000","1030","Pacific","THEFT OF IDENTITY","22","F","B","null","Invest Cont","6900    KNOWLTON                     PL"
"200","221614979","2022-12-08T00:00:00.000","2020-11-01T00:00:00.000","0001","Foothill","THEFT OF IDENTITY","55","F","W","null","Invest Cont","13600    BROWNELL                     ST"
"201","221321859","2022-12-01T00:00:00.000","2020-12-01T00:00:00.000","1507","Newton","THEFT OF IDENTITY","27","M","B","null","Invest Cont","5800    BRENTWOOD                    ST"
"202","231007464","2023-03-30T00:00:00.000","2020-06-25T00:00:00.000","1225","West Valley","THEFT OF IDENTITY","28","F","H","null","Invest Cont","7400    JAMIESON                     AV"
"203","222117980","2022-12-20T00:00:00.000","2020-06-17T00:00:00.000","1200","Topanga","THEFT OF IDENTITY","48","M","W","null","Invest Cont","20700    MARTHA                       ST"
"204","222017118","2022-11-14T00:00:00.000","2020-01-01T00:00:00.000","0001","Olympic","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","8","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1800 S  NORMANDIE                    AV"
"205","230208225","2023-03-28T00:00:00.000","2020-03-28T00:00:00.000","1450","Rampart","THEFT OF IDENTITY","20","F","B","null","Invest Cont","200    WITMER                       ST"
"206","221518612","2022-12-14T00:00:00.000","2020-03-14T00:00:00.000","0650","N Hollywood","THEFT OF IDENTITY","46","F","B","null","Invest Cont","11900    MAGNOLIA                     BL"
"207","220811962","2022-07-14T00:00:00.000","2020-06-01T00:00:00.000","0001","West LA","BURGLARY","68","M","W","null","Invest Cont","11600 W  OLYMPIC                      BL"
"208","221518174","2022-12-05T00:00:00.000","2020-03-20T00:00:00.000","2000","N Hollywood","BATTERY - SIMPLE ASSAULT","44","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","5200    CLEON                        AV"
"209","221822261","2022-12-15T00:00:00.000","2020-05-20T00:00:00.000","1650","Southeast","THEFT OF IDENTITY","30","F","B","null","Invest Cont","2200 E  IMPERIAL                     HY"
"210","220515868","2022-11-11T00:00:00.000","2020-03-01T00:00:00.000","2340","Harbor","THEFT OF IDENTITY","44","F","B","null","Invest Cont","1200 W  22ND                         ST"
"211","230806695","2023-03-03T00:00:00.000","2020-10-14T00:00:00.000","1215","West LA","THEFT OF IDENTITY","68","M","W","null","Invest Cont","900    ILIFF                        ST"
"212","220221736","2022-12-15T00:00:00.000","2020-07-15T00:00:00.000","1430","Rampart","THEFT OF IDENTITY","35","M","B","null","Invest Cont","600 S  ALVARADO                     ST"
"213","220416167","2022-12-09T00:00:00.000","2020-03-06T00:00:00.000","1045","Hollenbeck","BATTERY - SIMPLE ASSAULT","33","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","300    SAN FERNANDO                 RD"
"214","220613117","2022-07-12T00:00:00.000","2020-01-02T00:00:00.000","0001","Hollywood","THEFT OF IDENTITY","46","F","A","null","Invest Cont","1700 N  GOWER                        ST"
"215","221420565","2022-10-07T00:00:00.000","2020-10-17T00:00:00.000","2205","Pacific","THEFT OF IDENTITY","21","F","B","null","Invest Cont","6900    KNOWLTON                     PL"
"216","221225059","2022-12-09T00:00:00.000","2020-03-01T00:00:00.000","0840","77th Street","THEFT OF IDENTITY","25","F","O","null","Invest Cont","7600    LA SALLE                     AV"
"217","222118049","2022-12-22T00:00:00.000","2020-07-15T00:00:00.000","1200","Topanga","THEFT OF IDENTITY","34","M","B","null","Invest Cont","21900    BURBANK                      BL"
"218","221918279","2022-12-23T00:00:00.000","2020-09-24T00:00:00.000","0115","Mission","THEFT OF IDENTITY","47","F","W","null","Invest Cont","13300    DRONFIELD                    AV"
"219","220514938","2022-10-16T00:00:00.000","2020-07-01T00:00:00.000","1800","Harbor","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","1600 W  206TH                        ST"
"220","230604357","2023-01-05T00:00:00.000","2020-12-05T00:00:00.000","2210","Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","24","M","B","null","Invest Cont","1400 N  LA BREA                      AV"
"221","220619758","2022-12-05T00:00:00.000","2020-06-15T00:00:00.000","1500","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","10","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","7200    FRANKLIN                     AV"
"222","231304505","2023-01-10T00:00:00.000","2020-12-10T00:00:00.000","1340","Newton","THEFT OF IDENTITY","28","M","B","null","Invest Cont","900 E  43RD                         PL"
"223","231204446","2023-01-06T00:00:00.000","2020-01-06T00:00:00.000","1625","77th Street","THEFT OF IDENTITY","22","F","O","null","Invest Cont","6400    10TH                         AV"
"224","230904437","2023-01-12T00:00:00.000","2020-11-20T00:00:00.000","1345","Van Nuys","THEFT OF IDENTITY","60","M","W","null","Invest Cont","15300    VENTURA                      BL"
"225","221418972","2022-11-15T00:00:00.000","2020-11-15T00:00:00.000","1200","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","28","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","600    INDIANA                      AV"
"226","230604435","2023-01-11T00:00:00.000","2020-12-13T00:00:00.000","2000","Hollywood","BURGLARY","45","F","W","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","5800    SANTA MONICA                 BL"
"227","230304640","2023-01-14T00:00:00.000","2020-03-14T00:00:00.000","0730","Southwest","THEFT OF IDENTITY","29","F","B","null","Invest Cont","4500    COLISEUM                     ST"
"228","230704658","2023-01-16T00:00:00.000","2020-05-11T00:00:00.000","0750","Wilshire","THEFT OF IDENTITY","32","F","B","null","Invest Cont","1800 S  LA BREA                      AV"
"229","232004462","2023-01-12T00:00:00.000","2020-01-11T00:00:00.000","0900","Olympic","BURGLARY","54","F","H","null","Invest Cont","400 S  COMMONWEALTH                 AV"
"230","231304402","2023-01-06T00:00:00.000","2020-01-01T00:00:00.000","1200","Newton","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","7","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","100 E  28TH                         ST"
"231","232004501","2023-01-14T00:00:00.000","2020-01-01T00:00:00.000","0800","Olympic","BURGLARY","48","F","W","null","Invest Cont","1800    ARAPAHOE                     ST"
